# q (1/Angstrom), Intensity (arb)
2.029070354705860696e-02 2.611790680668455593e+02
2.133125244372399004e-02 2.262254188245115927e+02
2.237180134038937659e-02 2.013785710322481748e+02
2.341235023705475968e-02 1.800107638837778268e+02
2.445289913372014276e-02 1.647304047942364775e+02
2.549344803038552584e-02 1.534298802970865268e+02
2.653399692705091240e-02 1.426624103588492574e+02
2.757454582371629548e-02 1.349110873144887819e+02
2.861509472038167856e-02 1.248902390252104340e+02
2.965564361704706164e-02 1.182087780668046122e+02
3.069619251371244473e-02 1.118696878919260627e+02
3.173674141037782781e-02 1.079797485695945625e+02
3.277729030704321089e-02 1.050023729663366794e+02
3.381783920370859398e-02 1.016377783719077001e+02
3.485838810037397706e-02 1.003091780378886995e+02
3.589893699703936014e-02 9.908696236451930872e+01
3.693948589370474322e-02 9.877734263946587134e+01
3.798003479037012631e-02 9.598047708976463355e+01
3.902058368703550939e-02 9.775561208572915461e+01
4.006113258370089247e-02 9.851816344111753665e+01
4.110168148036627556e-02 1.008411955140463476e+02
4.214223037703165864e-02 1.050810480051337947e+02
4.318277927369704866e-02 1.087537767896060643e+02
4.422332817036243174e-02 1.142105482257794904e+02
4.526387706702781483e-02 1.207815784986710810e+02
4.630442596369319791e-02 1.272497655014875022e+02
4.734497486035858099e-02 1.389824431949213306e+02
4.838552375702396408e-02 1.552012093893110034e+02
4.942607265368934716e-02 1.767167601070202352e+02
5.046662155035473024e-02 2.045651542803080076e+02
5.150717044702011332e-02 2.500249497973419750e+02
5.254771934368549641e-02 3.238978814898709402e+02
5.358826824035087949e-02 4.503850243055395026e+02
5.462881713701626257e-02 6.385775041961727538e+02
5.566936603368164566e-02 8.985499225384888859e+02
5.670991493034702874e-02 1.213691371507150052e+03
5.775046382701241182e-02 1.440801106802068944e+03
5.879101272367779490e-02 1.474194771760769754e+03
5.983156162034317799e-02 1.362246769646663324e+03
6.087211051700856107e-02 1.175444927562914017e+03
6.191265941367394415e-02 9.711842553923825108e+02
6.295320831033933417e-02 7.871647009426252453e+02
6.399375720700471726e-02 6.293804028791095106e+02
6.503430610367010034e-02 5.038827582190207295e+02
6.607485500033548342e-02 4.030871489405372472e+02
6.711540389700086651e-02 3.207720687195417213e+02
6.815595279366624959e-02 2.512967059241485686e+02
6.919650169033163267e-02 1.933248322664296666e+02
7.023705058699701576e-02 1.473511831168852666e+02
7.127759948366239884e-02 1.110864435617890820e+02
7.231814838032778192e-02 8.228204847821898227e+01
7.335869727699316500e-02 6.311591749121137696e+01
7.439924617365854809e-02 4.892602615424057433e+01
7.543979507032393117e-02 3.802869583561553668e+01
7.648034396698931425e-02 3.046253733787464668e+01
7.752089286365469734e-02 2.634121894115679297e+01
7.856144176032008042e-02 2.208888925111617496e+01
7.960199065698546350e-02 1.902874023282448945e+01
8.064253955365084658e-02 1.788194595076580740e+01
8.168308845031622967e-02 1.699637948569619894e+01
8.272363734698161275e-02 1.563638479654868974e+01
8.376418624364699583e-02 1.566187647700030894e+01
8.480473514031239279e-02 1.588224897237432742e+01
8.584528403697777588e-02 1.651774803187745633e+01
8.688583293364315896e-02 1.731728505748310454e+01
8.792638183030854204e-02 1.861716544225490466e+01
8.896693072697392513e-02 2.162707124091932442e+01
9.000747962363930821e-02 2.569976374267198693e+01
9.104802852030469129e-02 3.205665222139640491e+01
9.208857741697007437e-02 4.224987065455168533e+01
9.312912631363545746e-02 5.350001025575522817e+01
9.416967521030084054e-02 6.188410514247577510e+01
9.521022410696622362e-02 6.598024330790310898e+01
9.625077300363160671e-02 6.729865386123468340e+01
9.729132190029698979e-02 6.681616227893485416e+01
9.833187079696237287e-02 6.472152618293068826e+01
9.937241969362775595e-02 6.135204708111628236e+01
1.004129685902931390e-01 5.792746609664381197e+01
1.014535174869585221e-01 5.428499725930819864e+01
1.024940663836239052e-01 5.227252741604334574e+01
1.035346152802892883e-01 5.056894071014317404e+01
1.045751641769546714e-01 5.019668328311989569e+01
1.056157130736200545e-01 5.093772011058182159e+01
1.066562619702854375e-01 5.360583589626308765e+01
1.076968108669508206e-01 5.988519216996758843e+01
1.087373597636162037e-01 6.711857275538764611e+01
1.097779086602815868e-01 7.351482444417229090e+01
1.108184575569469699e-01 7.541658301327316849e+01
1.118590064536123529e-01 7.366117473222720946e+01
1.128995553502777360e-01 7.178419053146936335e+01
1.139401042469431191e-01 6.852884596623587754e+01
1.149806531436085022e-01 6.267921474234427137e+01
1.160212020402738853e-01 5.621763049445996785e+01
1.170617509369392684e-01 4.969318004173962322e+01
1.181022998336046514e-01 4.392734003656370589e+01
1.191428487302700345e-01 3.890842477750774009e+01
1.201833976269354176e-01 3.341404133083578643e+01
1.212239465236008007e-01 2.816003214387846754e+01
1.222644954202661838e-01 2.406122823902200025e+01
1.233050443169315669e-01 2.028646796534936314e+01
1.243455932135969499e-01 1.695247501959916292e+01
1.253861421102623330e-01 1.426802815172739614e+01
1.264266910069277161e-01 1.237932490644119810e+01
1.274672399035930992e-01 1.071938790952425435e+01
1.285077888002584823e-01 9.136921223894574950e+00
1.295483376969238654e-01 8.142002028723538842e+00
1.305888865935892484e-01 7.369411984633067902e+00
1.316294354902546315e-01 6.313452864246727358e+00
1.326699843869200146e-01 5.607638944770034328e+00
1.337105332835853977e-01 5.966246343853192968e+00
1.347510821802507808e-01 5.961674785694068390e+00
1.357916310769161639e-01 5.686395678582897517e+00
1.368321799735815469e-01 5.260234139610791004e+00
1.378727288702469300e-01 5.627726551487537421e+00
1.389132777669123131e-01 5.817901746900506765e+00
1.399538266635776962e-01 5.924256067253818259e+00
1.409943755602430793e-01 6.983053451009208601e+00
1.420349244569084624e-01 7.757805628596049274e+00
1.430754733535738454e-01 8.386259866819553821e+00
1.441160222502392285e-01 9.764254690908078516e+00
1.451565711469046116e-01 1.125152123806308424e+01
1.461971200435699947e-01 1.273980578832323118e+01
1.472376689402353778e-01 1.360602312593812613e+01
1.482782178369007609e-01 1.372955736731981347e+01
1.493187667335661439e-01 1.396068297293108529e+01
1.503593156302315270e-01 1.355013411735935236e+01
1.513998645268969101e-01 1.282809550085659467e+01
1.524404134235622932e-01 1.255163091019101174e+01
1.534809623202276763e-01 1.219631346392887039e+01
1.545215112168930593e-01 1.130320442467921893e+01
1.555620601135584424e-01 1.094599545736398483e+01
