sample_id,experiment_id,flowrate,T_set,TOP_fraction,oleylamine_fraction,ODE_extra_fraction,r0_sphere,sigma_sphere,I0_sphere,I0_fraction_sphere,disordered_flag,crystalline_flag,dilute_sphere_flag
R2_201811_1541571996,R2_201811,80.0,290.0,0.1,0.0,0.0,22.469456802692157,0.2287491993521812,38.043996751817915,0.2991939349251691,True,False,True
R2_201811_1541582259,R2_201811,80.0,290.0,0.1,0.1,0.1,,,,,False,False,False
RxnA_201902_1549435756,RxnA_201902,32.64360506464002,251.51708154637782,0.0005845205391333055,0.1844008839321865,0.00043834063669860726,28.012600879978134,0.10833772626572058,331.0767524334947,1.0,False,False,True
RxnA_201902_1549438373,RxnA_201902,40.01698074908447,220.8184904335264,0.012936984871558707,0.2784631320625853,0.26612043537284585,,,,,False,False,False
RxnA_201902_1549440789,RxnA_201902,47.38527460631702,291.175006728421,0.02205419767571324,0.01075722262335081,0.24251142701004147,24.52326685185805,0.15116747306602585,223.1631903667045,1.0,False,False,True
RxnA_201902_1549442016,RxnA_201902,99.80579735961271,308.12130484503,0.2558231286172802,0.13016304436277532,0.26368931964560083,,,,,False,False,False
RxnA_201902_1549444560,RxnA_201902,44.741836139368104,291.9780334185578,0.009876886213956493,0.1231754394165161,0.0069111450428376514,27.127883805955292,0.12893029593734395,75.62866703554381,0.8675988792893373,True,False,True
RxnA_201902_1549445840,RxnA_201902,98.34423564871571,296.4780183054155,0.008597610125138617,0.26522984184943,0.2722000994417308,28.997808391380026,0.11709120481192181,55.35434735055032,1.0,False,False,True
RxnA_201902_1549447445,RxnA_201902,79.65682861071933,244.41903555679673,0.0027113163945824705,0.01320743067828783,0.2278453575584679,17.815054776064677,0.11781242996318253,97.59544522368041,1.0,False,False,True
RxnA_201902_1549452117,RxnA_201902,21.361394127108433,303.30145857609585,0.010924008804026393,0.28188811211581466,0.23286499483976592,38.23217774410409,0.018109288734776685,65.5053413725894,0.4996853908536189,True,False,True
RxnB_201902_1549510854,RxnB_201902,41.59907291253085,250.2168728733839,0.006068260829898235,0.21767654970218664,0.021423074068298964,24.785279426014597,0.07557506686004223,29.28483593145381,0.9915327550076364,False,False,True
RxnB_201902_1549512034,RxnB_201902,95.63735303744319,234.60777360772943,0.027155990624362428,0.2980278690122693,0.29723494125166633,,,,,False,False,False
RxnB_201902_1549515274,RxnB_201902,37.36473374150151,285.09491341580934,0.002138945669511164,0.023534931156638492,0.2647065033509697,16.257087818315313,0.3921568627362979,183.92637552932598,1.0,False,False,True
RxnB_201902_1549519773,RxnB_201902,22.328326532503457,228.22227867243427,0.003443503649011845,0.011640084963471775,0.110776264119915,22.284024862835288,0.10039089671179446,146.82030832887904,1.0,False,False,True
RxnB_201902_1549522353,RxnB_201902,50.57756682960733,293.0637118585763,0.00713338606533371,0.02627022607901025,0.19430290804420425,21.110798424239114,0.17438766740253941,133.13708679587418,0.9980178355256015,False,False,True
RxnB_201902_1549527270,RxnB_201902,20.249527449273454,222.24907443709793,0.008465551440801017,0.2923251398005193,0.003188488441121378,,,,,False,False,False
RxnB_201902_1549529862,RxnB_201902,51.66114376614067,290.6222321319434,0.015907150313712516,0.01766173223047468,0.1812145681250841,26.19363363351716,0.11849955350117469,215.91168317136987,1.0,False,False,True
RxnB_201902_1549533717,RxnB_201902,49.7507865634682,290.05351808264464,0.02869183264979048,0.02553924008658943,0.23756412042703196,27.92987149783739,0.13434243010676727,89.71467382399393,0.8077255101960518,True,False,True
RxnB_201902_1549538559,RxnB_201902,20.57909780289413,224.08229567691168,0.013224407579884027,0.050767881623756964,0.29820639440608715,,,,,False,False,False
RxnB_201902_1549542392,RxnB_201902,31.709390462974465,229.71752222936576,0.008028817474432338,0.034127983258066125,0.12623902739266266,18.99496174222468,0.0019210372020730393,1.896280018332531,0.8895586984405588,False,False,True
RxnB_201902_1549543553,RxnB_201902,98.27703355643955,305.8525148808744,0.055078523466792845,0.12419745815610145,0.29116495582405105,14.394043692789676,0.5714286224779506,3.653573644919838,0.8262322452418518,False,False,True
RxnB_201902_1549546027,RxnB_201902,57.07647121219036,283.3171160170289,0.02355178040779579,0.007057191324239178,0.18905972834604556,34.06778377928006,0.005861681351355341,39.33304849230522,0.1319231189278744,True,False,True
RxnB_201902_1549547681,RxnB_201902,66.14013871235213,299.4829559182577,0.0071671006693088245,0.27207419792909987,0.2958267307993821,33.95236251399011,0.11316666484308513,80.48196921583457,0.9963106606644004,False,False,True
RxnB_201902_1549550118,RxnB_201902,57.56915137573949,302.8441353654676,0.006742489544998265,0.2783626492410989,0.2677810512707899,31.588940589238952,0.098700648319616,48.23586270266544,0.9926001009204407,False,False,True
RxnB_201902_1549552495,RxnB_201902,43.646873972618344,308.49231030353104,0.13221398599767925,0.29291491792543517,0.29808983664589606,,,,,False,False,False
RxnB_201902_1549554974,RxnB_201902,56.87958628322509,290.53615871286735,0.014986659047718507,0.006351821308969909,0.05948305235562441,24.41251798844794,0.207070171583692,312.8356627547814,1.0,False,False,True
RxnB_201902_1549556123,RxnB_201902,98.84158576950789,228.21843844428028,0.1462750798899594,0.0055660880095082885,0.28281948271509827,,,,,False,False,False
RxnB_201902_1549563823,RxnB_201902,20.307006544937245,309.8099447178683,0.024877751790967104,0.020977202381019223,0.16431148206167873,33.22114065201664,0.0066823614528935815,9.055308209150352,0.12237598055472017,True,False,True
R6_20190417_0_1556054269,R6_20190417,107.82953936401454,298.9896064155969,0.000502157974177083,0.0010721119413623238,0.29939471645204774,16.334332124312976,0.21649257143213652,72.05849574116674,0.9974624986231144,False,False,True
R6_20190417_1_1556055692,R6_20190417,101.77862886867108,299.9314150443844,0.0006093214349017852,0.000301776506877157,0.29981366328912606,16.303079338468184,0.23194346862331727,63.82582561378673,0.9970800794162183,False,False,True
R6_20190417_2_1556059306,R6_20190417,59.506483005012285,258.0405881249847,0.003410773218329196,0.13904145082748445,0.0019450361895514798,25.40232044328419,0.09019277541075943,124.95875105548643,0.9972210847802139,False,False,True
R6_20190417_3_1556061970,R6_20190417,59.11578263298356,281.1438090466784,0.07054236379522084,0.0011304753039078157,0.0036859446569127187,24.193837363696375,0.1024507228000493,90.17303429524085,0.9963648268373008,False,False,True
R6_20190417_4_1556065062,R6_20190417,54.91547492212294,257.7745252720612,0.0020543228336853347,0.05699138121937037,0.28834872800588934,27.006985453546587,0.107700981125882,234.5726418969289,0.9994844107150644,False,False,True
R6_20190417_5_1556069138,R6_20190417,31.338967041451493,246.72666289023033,0.0027907925422280128,0.08393303480749016,0.2996785256556036,25.93248544466375,0.10847500455103742,43.69586651600953,0.9937588399878976,False,False,True
R6_20190417_6_1556074909,R6_20190417,21.71939582442168,234.1320054978492,0.0004993212242114561,0.16658657687813244,0.29669634392782496,23.037272946768027,0.09081692600394342,9.655790369144585,0.9739049869938505,False,False,True
R6_20190417_7_1556080620,R6_20190417,22.147629733674233,230.8484628012386,0.0006590856390818737,0.17744225820597215,0.2991482585635296,22.42592713555352,6.796113893869915e-09,4.381768656664499,0.9547104055502621,False,False,True
R6_20190417_8_1556086812,R6_20190417,20.239618166043407,299.541534376441,0.2995605825294116,0.006854595890443029,0.2963969368832466,,,,,False,False,False
R6_20190417_9_1556088204,R6_20190417,119.87756658718578,221.40158754062435,5.6353792595339317e-05,0.29981136306747286,0.2708030004411212,20.718682023413315,0.024902482479911003,9.39629364727609,0.9724786372411197,False,False,True
R6_20190417_10_1556094454,R6_20190417,20.208036322221776,299.8983481645328,0.2914892934386162,0.12167985706281587,0.2975196148834593,,,,,False,False,False
RxnA_201903_1552000907,RxnA_201903,98.11940227343871,226.76660661814253,0.007069463054758007,0.11316953826565933,0.2707016816175823,,,,,False,False,False
RxnA_201903_1552003089,RxnA_201903,86.51440352506555,223.55316559624566,0.006824872822530875,0.158371939169071,0.29459076751868446,,,,,False,False,False
RxnA_201903_1552009224,RxnA_201903,99.76021245630459,253.73435687435077,0.009339196173558087,0.04964852586777438,0.13338584561420216,18.9103700755755,0.11074612586174848,60.68435483496647,0.9964774065399249,False,False,True
RxnA_201903_1552011934,RxnA_201903,56.12161406750154,255.62353092043531,0.0020944706902341504,0.02940458425591136,0.009894234589859932,19.044541612041506,0.12219658024605518,64.5985533792893,0.9810757321734306,False,False,True
RxnA_201903_1552019286,RxnA_201903,93.50452457593337,259.27814019836615,0.00880539737685768,0.06451158973151591,0.2259200864918809,19.577663506061338,0.11042351356118107,61.02239301259859,0.9963074841787161,False,False,True
RxnA_201903_1552022506,RxnA_201903,46.076616905400634,227.0368805621734,0.007444412431267493,0.1641359881267799,0.15342613057085427,,,,,False,False,False
RxnA_201903_1552030715,RxnA_201903,42.40148483143334,252.35608430363035,0.0010417763429604297,0.15637441206360891,0.050862593447458755,25.161000993757003,0.12231474056549407,228.17010249189977,1.0,False,False,True
RxnA_201903_1552035028,RxnA_201903,46.928912923076105,280.7302979691699,0.019526760807892566,0.23316928580721225,0.1779934039378908,26.800442325598553,0.08184929432398891,25.963231543637264,0.9936728865722964,False,False,True
RxnA_201903_1552041938,RxnA_201903,72.17510558107631,252.84606319896483,0.003030834501412209,0.14231771361775183,0.23843710252230693,24.22420435624207,0.09051941941564834,98.20318883877914,0.9975508964892917,False,False,True
RxnA_201903_1552044436,RxnA_201903,90.89550977536868,253.20199532416726,0.0011584835214636913,0.21088628142059856,0.1784368485801625,24.623899952197082,0.09033606473818301,96.02792510672005,0.9984567247381805,False,False,True
RxnA_201903_1552051812,RxnA_201903,44.00168601006499,234.23933699854075,0.001552902545782285,0.02078578656855703,0.11963631109086904,17.56833799098865,0.1165008528007514,83.15934802083085,0.9984878124902382,False,False,True
RxnA_201903_1552055246,RxnA_201903,75.88900807462333,239.30874968033564,0.002348731145684853,0.16589626626051085,0.007399252471481236,22.23184024006198,0.13343491434937804,30.069672387755176,0.9860998430209181,False,False,True
RxnA_201903_1552060346,RxnA_201903,82.61889826887447,234.32152272910128,0.00418828288077787,0.11545110519583479,0.27832056682852807,18.897122866456876,0.08035556785922582,4.612886997550201,0.9441281450808482,False,False,True
RxnA_201903_1552062755,RxnA_201903,86.50594135563082,309.97316942717913,0.04944016324520664,5.172715337964269e-05,0.010003548937858075,30.091079080130147,0.008726922503604295,4.879262200544194,0.044477114611437656,True,False,True
RxnD_201902_1549677642,RxnD_201902,88.59478140732051,309.2032069892156,0.2697856337549167,0.09384780918996141,0.004861113691623037,7.4987352057704815,1.0634458531299977,0.9320397021429763,0.673966942058896,False,False,True
RxnD_201902_1549681391,RxnD_201902,26.915951047922874,234.22757452901638,0.0036394711212416053,0.026022528812716827,0.1116973933679043,19.326796732026835,0.10918480150081789,125.80166646107782,1.0,False,False,True
RxnD_201902_1549685209,RxnD_201902,26.105132777769242,305.9330839178313,0.02161476359451515,0.007222600902038549,0.0023756993620186683,27.986424810879168,0.15523922325935102,51.537267048726754,0.23197066494834354,True,False,True
RxnD_201902_1549695299,RxnD_201902,79.31525603493704,238.93539882930892,0.009457034101586508,0.007905090521464195,0.2269617640717435,22.24285949583167,0.20211874866340218,26.791231064844524,0.9935499280149951,False,False,True
RxnD_201902_1549696659,RxnD_201902,95.67459751004257,307.9125313884911,0.15929826262640787,0.009009711766961224,0.23887986546855916,22.38010169574952,0.004825371527858779,1.940492858904869,0.8535354663600381,False,False,True
RxnD_201902_1549699693,RxnD_201902,52.4692750710175,295.18231320824697,0.015531403751782549,0.016435367009387473,0.16562719383193053,22.827148216219157,0.21062913640569447,159.11776690063044,0.998408743001366,False,False,True
RxnD_201902_1549701593,RxnD_201902,65.60921464575273,268.0830803566528,0.002250276833337702,0.18529333119474356,0.21641951084374245,27.447597424939783,0.05262126690201396,106.39641869481581,0.9940735595054323,False,False,True
RxnD_201902_1549704818,RxnD_201902,53.09649195953769,288.10839892374173,0.0021200587822895627,0.015559259975157006,0.06538877747721283,17.83209702979395,0.2210444364610724,130.03416617515992,1.0,False,False,True
RxnD_201902_1549706466,RxnD_201902,98.37844417970034,240.86702040726217,0.0009878174512238122,0.21426919227345043,0.05768403432459917,22.47917832916994,0.10537106956872921,44.91162216648605,0.9957783884044701,False,False,True
RxnD_201902_1549709342,RxnD_201902,85.20616578183424,263.1897711680344,0.006597487702852614,0.018718531646464524,0.21856826500172252,17.1069565840622,0.11311605311189277,78.73656541798368,1.0,False,False,True
RxnD_201902_1549712274,RxnD_201902,22.333328797298773,280.0004411485709,0.0005921437852004149,0.14503131943679995,0.26691967287973706,28.183045107155174,0.25636816870418955,177.29872152727995,1.0,False,False,True
RxnD_201902_1549717440,RxnD_201902,37.118428519231195,272.37605660274534,0.0016936660594581284,0.019510621170121287,0.2587384702020133,24.06380667555505,0.1742436956307143,212.45042082215213,1.0,False,False,True
RxnD_201902_1549722477,RxnD_201902,57.48960586792906,294.520190089863,0.021838153948520688,0.006738331136439858,0.017550146608621628,,,,,False,False,False
RxnD_201902_1549732501,RxnD_201902,21.610779285440678,272.8617746744061,0.0075690277081508495,0.273835514002815,0.12765571487843042,27.728176257499126,0.053238668958409674,23.903054231158062,0.982248829303157,False,False,True
RxnD_201902_1549737146,RxnD_201902,94.92685977866147,254.16054618226724,0.012430902057193459,0.07310707931154796,0.2590225329983476,23.745877130717084,0.10676995919694365,25.842353735803535,0.9910420671482204,False,False,True
RxnD_201902_1549740122,RxnD_201902,21.47895421827138,242.07797563696124,0.0004118519705634947,0.20943989554933598,0.12195017360132554,30.16217157511091,0.12147955633578444,193.41595288879302,0.9989064232061168,False,False,True
RxnC_201902_1549595639,RxnC_201902,35.428198281893536,242.6581616307842,0.00044678105976406896,0.15303826168655327,0.010657446623807883,25.421427138627507,0.10416114356387307,273.7995651186139,1.0,False,False,True
RxnC_201902_1549596806,RxnC_201902,98.29733963599696,255.8568481825145,0.001913965808034057,0.12055395635008281,0.2820736767595434,19.931070964668404,0.11849248273631718,118.30069461038104,1.0,False,False,True
RxnC_201902_1549620357,RxnC_201902,63.353108148117,304.1656560954722,0.016632623028306537,0.28281450031119076,0.2657419552333579,31.220452428213747,0.14111890261475357,89.94043606111065,0.6036343985450167,True,False,True
RxnC_201902_1549624936,RxnC_201902,83.37407851895144,257.4120109967143,0.016768979384568367,0.013675148666163681,0.22141902989207063,22.22689245965698,0.10164691353461863,123.54040710645583,1.0,False,False,True
RxnC_201902_1549626099,RxnC_201902,97.59828745225522,221.31709863130595,0.01857128252430159,0.007316264343355505,0.03281135953407056,,,,,False,False,False
R7_20190417_0_1556126989,R7_20190417,119.84736029781955,272.3183162037874,0.0017686043213923758,0.0010538825167130943,0.2996754456246275,17.021040996972772,0.1377966420073632,67.14393784385263,0.9985188281587365,False,False,True
R7_20190417_1_1556128788,R7_20190417,118.05477703187272,275.20812087107805,0.0002603079787512735,0.0017342229512438533,0.2967891296902595,16.66798451898919,0.1415886046275916,69.27838939864124,0.999225584287657,False,False,True
R7_20190417_3_1556135477,R7_20190417,60.30644496069022,224.08770962070508,0.00044297292222616883,0.22539792955109775,0.27766436723533316,19.982989326980093,4.5463204623286124e-05,1.331093625210959,0.8378172019118002,False,False,True
R7_20190417_4_1556140783,R7_20190417,34.083961901597974,237.84479768359606,0.00043859453527619153,0.13473216802747853,0.28415005320556225,22.940272719367165,0.09018314276440842,13.174449260295184,0.9840428169162745,False,False,True
RxnB_201903_1552105633,RxnB_201903,97.94273917401213,240.2497030865436,0.011639238978219344,0.06608424858110334,0.18136162426419314,18.21990460982626,9.747733731302333e-08,2.830458410536699,0.9128070103473062,False,False,True
RxnB_201903_1552108422,RxnB_201903,53.325278909582785,223.76198019977787,0.0032099591115077905,0.005378119483924796,0.29900276107606477,15.790522492661632,0.11839149963626783,10.245615872754863,0.9759546897729273,False,False,True
RxnB_201903_1552117162,RxnB_201903,44.23105017780512,236.31589428755635,0.002727294617068067,0.030226616548542976,0.07396994643919184,19.978539882135916,0.1134490487403137,105.23385162649913,0.9983441822868689,False,False,True
RxnB_201903_1552121120,RxnB_201903,51.55203327389916,234.64197500983622,0.02109012998580438,0.01063308892023777,0.29900439063960205,,,,,False,False,False
RxnB_201903_1552129560,RxnB_201903,49.04900278864482,239.33316000331715,0.0014273943998660086,0.033980508071806026,0.055509728891777105,17.35209479702684,0.11573396916498735,91.95560787659218,1.0,False,False,True
RxnB_201903_1552132480,RxnB_201903,99.40590776772413,259.8076892268053,0.01230945219723731,0.0635772493375812,0.0020000365368217808,19.31989439867187,0.11741929839801657,36.14927207134415,0.9891074477553816,False,False,True
RxnB_201903_1552139810,RxnB_201903,59.12143037525926,221.2229462646131,0.002285341536014928,0.033581956697799745,0.13257447710889553,16.189379321476643,0.1052793417138399,13.611856205880771,0.947816776537685,False,False,True
RxnB_201903_1552143019,RxnB_201903,59.677650460005445,306.7289710662231,0.22859473019380913,0.007477597692157502,0.05582694603307871,21.0216876424263,0.2653786120351953,2.744174763132504,0.8612851385416754,False,False,True
RxnB_201903_1552150948,RxnB_201903,58.09976660529622,221.18208932989373,0.002165542103597523,0.042053603603145556,0.16365956092696615,15.98326517293914,0.11606704561786241,12.648271385948407,0.9863305522596892,False,False,True
RxnB_201903_1552160304,RxnB_201903,98.08671806776077,238.59125272017428,0.0017047415779869936,0.06452848490779224,0.20968922252270805,18.286443787309818,0.11810333691774555,43.18531014519466,0.9950934009487129,False,False,True
RxnB_201903_1552162971,RxnB_201903,57.28170911782375,306.4680527796284,0.2265171995953354,0.010791698183059875,0.05032154607744312,14.808807642401332,0.4255319159860038,1.2486857791284613,0.6889137374352771,False,False,True
RxnB_201903_1552170336,RxnB_201903,97.27794459954829,240.17215440836853,0.014396384783109265,0.1043667890335164,0.19409533830533626,,,,,False,False,False
RxnB_201903_1552172709,RxnB_201903,70.90524332891908,220.91554009029534,0.0040104078572973335,0.05739313797572073,0.12302106102701005,6.816494851674956,0.8000002937793237,2.340949488917028,0.9300603663712123,False,False,True
RxnB_201903_1552180524,RxnB_201903,59.65692111554221,232.3693625959625,0.0022650265621887646,0.05259665606917964,0.09706628591448477,18.792798126433407,0.12079556765974087,56.946000955081196,0.9957058563699006,False,False,True
RxnB_201903_1552190847,RxnB_201903,41.0439392175858,234.3985677318572,0.00011163301407377396,0.020755770036995753,0.07777356537056772,17.45533158773349,0.12217771180687098,73.29945066949696,1.0,False,False,True
RxnB_201903_1552194157,RxnB_201903,95.7979465107866,249.37134225400465,0.0046263502468248474,0.018873993243242102,0.010832777368769286,18.26589205401435,0.11604171996263801,81.79744444962677,0.9984869072405524,False,False,True
RxnB_201903_1552201133,RxnB_201903,52.135855769782005,227.4410013270728,0.016709774014175904,0.028121743992909568,0.1328291325383847,,,,,False,False,False
RxnB_201903_1552203940,RxnB_201903,99.9344383892251,256.13187769170514,0.006186533494538184,0.043693046020537515,0.0188329210686773,18.54231334234804,0.11684827558835253,63.91419267627799,0.9968462390037779,False,False,True
RxnB_201903_1552210330,RxnB_201903,96.34917011538231,238.97209042681894,0.0018596026925880415,0.0038394352426933125,0.14685151120646453,17.22587381245489,0.12203686312260775,53.837023078322275,0.9975541909195368,False,False,True
RxnB_201903_1552212348,RxnB_201903,99.51068234501876,285.03271482219094,0.11877908108015195,0.006278295516485589,0.2947019516390017,22.347822537972668,0.10095685135986421,2.2862006489514415,0.8977896216031156,False,False,True
RxnB_201903_1552219492,RxnB_201903,71.9813087481153,221.90518189691875,0.012056847145580422,0.017880668772709676,0.1636643965660391,,,,,False,False,False
RxnB_201903_1552222136,RxnB_201903,74.02811670685398,229.07144055663917,0.00034538835105636813,0.28766435559544934,0.08857985195363403,25.128249526255424,0.0899470019737274,64.8058589357884,0.9968073639577749,False,False,True
RxnB_201903_1552229339,RxnB_201903,97.7360524645213,231.7423842047698,4.429201546739536e-05,0.064996756730349,0.13504046701565822,17.902000571764486,0.1230718059793896,54.3360800322619,1.0,False,False,True
RxnB_201903_1552231339,RxnB_201903,99.9126430750522,281.7859226760336,0.08561213882668135,0.0009514245336436813,0.2923728579110713,22.76628959879154,0.17157935231577615,17.70080176361755,0.9823748045605429,False,False,True
RxnB_201903_1552238958,RxnB_201903,51.91436374812486,226.3873011803496,7.486672338934408e-05,0.0004269412371750915,0.12374762272149226,19.65056002147323,0.12634930845203196,91.4982408515818,0.9988120890833563,False,False,True
RxnA_20190329_1553910652,RxnA_20190329,21.706680771050415,301.4389789317638,0.20781564932757016,0.10388272571327344,0.17008150611424236,21.899231769468493,0.2255459774530688,0.7612765748732742,0.7416915487478956,False,False,True
RxnA_20190329_1553914977,RxnA_20190329,87.75084924952942,257.98280293844067,0.2992766032662806,0.29892421682701825,0.2484976960343911,,,,,False,False,False
RxnA_20190329_1553920203,RxnA_20190329,87.79218759680866,285.0725640747938,0.18277993000069936,0.028658336225859313,0.1498723721411391,14.82771836014351,0.8333333309163076,2.8027758718642235,0.8785055585336142,False,False,True
RxnA_20190329_1553924441,RxnA_20190329,61.728736480018824,308.47026440156486,0.2964183179857114,0.2965598083705901,0.11896366774975646,,,,,False,False,False
RxnA_20190329_1553927416,RxnA_20190329,88.26702271496814,246.94842340985366,0.0029624881768061484,0.013699874859583981,0.14191790912353763,18.179419111522648,0.11944963621517468,111.38300781584736,0.9988860158332056,False,False,True
RxnA_20190329_1553931522,RxnA_20190329,72.5047046377981,225.40989307904044,0.299443049624111,0.2978397077416964,0.10835944614460652,,,,,False,False,False
RxnA_20190329_1553935658,RxnA_20190329,64.64851654073118,242.23480631900776,0.29602872609344566,0.29971319002405306,0.1534639989640282,,,,,False,False,False
RxnA_20190329_1553941420,RxnA_20190329,27.745796374052194,283.2708743548906,0.2973699855607088,0.2983923950174713,0.24412336294431777,,,,,False,False,False
RxnA_20190329_1553957565,RxnA_20190329,21.238759212407274,307.2339135431822,0.23275801329285206,0.2905415569625003,0.1175981077644211,,,,,False,False,False
RxnA_20190329_1553970200,RxnA_20190329,34.8140420696026,251.79631479078805,0.002135194374483298,0.16901310050016785,0.14719668373300016,27.47309274328947,0.14891800705311398,241.34546477213692,0.9992878178294732,False,False,True
RxnA_20190329_1553975313,RxnA_20190329,26.220465916420046,308.23455365710066,0.29418618545303227,0.23188664412298965,0.2966896213608497,,,,,False,False,False
RxnA_20190329_1553980333,RxnA_20190329,34.99234837909827,274.6037443768047,0.011034783846589555,0.19665719150191155,0.1623823621223883,26.45397232254016,0.026730801132554216,23.689428663841447,0.9861246549333205,False,False,True
RxnA_20190329_1553983571,RxnA_20190329,73.20661622152096,309.76894049217964,0.2985772776091768,0.2953116171409225,0.29149341368760034,,,,,False,False,False
R5_20190417_1555876280,R5_20190417,100.0776294300715,294.51243868898104,0.29857206413458115,0.0726365615835734,0.003433673365497592,20.610824968465046,1.538461536774341,32.77671048619453,0.9890004181459113,False,False,True
R5_20190417_1555878455,R5_20190417,100.65393840432091,295.3915943858961,0.299089390555358,0.07105554855876786,0.003171433120404432,21.75298474434611,1.666666666087416,46.512957069601576,0.9929000636324855,False,False,True
R5_20190417_1555880344,R5_20190417,103.60454258402183,299.60193497890066,0.2986028762884646,0.02363060674859401,0.014641202074845238,,,,,False,False,False
R5_20190417_1555882718,R5_20190417,62.396944900552405,293.78752000323203,0.07714023061787298,0.007438638492230035,0.29770242738636954,22.569027164074175,0.11106679374179307,28.401883084564666,0.9926344486676192,False,False,True
R5_20190417_1555968926,R5_20190417,44.2187574032341,262.40153288312473,0.007121945441964364,0.043601749589039306,0.2996818588796045,28.066761340564653,0.09442076924438036,180.33507128616367,0.9972745811302807,False,False,True
R5_20190417_1555972808,R5_20190417,25.498536961207897,243.78135097398447,0.004100263441548717,0.051808334041684646,0.2985267495921552,28.936673045647215,0.10136602459055721,187.23608806482542,0.9990762523809977,False,False,True
R5_20190417_1555978190,R5_20190417,20.995717245569907,228.65593612806563,0.0009642871578471691,0.06200118967161478,0.2962573182058695,28.1738420092099,0.09916336632974299,216.24797360866643,0.9992742700216136,False,False,True
R5_20190417_1555983613,R5_20190417,25.130104651581895,225.73617450908503,8.58155751731121e-05,0.05554266846158274,0.29846110388120906,25.53464270113089,0.10450711542054969,237.34778597603048,1.0,False,False,True
R5_20190417_1555989107,R5_20190417,20.436679183600685,223.16871853108938,0.0002022148417432243,0.1561901671955295,0.29946982436748876,30.119011392715446,0.10037071724187152,205.24548319533534,0.9988086669950692,False,False,True
R5_20190417_1555994774,R5_20190417,23.551765330110094,299.98758713957244,0.29633388378228276,0.2939146302150458,0.29663577658374735,,,,,False,False,False
R5_20190417_1556030524,R5_20190417,20.245902705846355,299.78882994116896,0.2999359240687252,0.2627836105912673,0.2986432715644982,,,,,False,False,False
RxnC_201903_1552257734,RxnC_201903,98.41564389540163,249.94773685969406,0.026873419533741588,0.07353753656198973,0.03935989588699128,19.535606099302374,0.04874294074416363,1.3063871010055652,0.7897498209415436,False,False,True
RxnC_201903_1552266975,RxnC_201903,97.57960660630175,255.19594397225111,0.025337454513630415,0.11296789884762332,0.053484404794950355,18.474009252085864,0.20936283276473389,2.1474622270793535,0.8885257834687342,False,False,True
RxnC_201903_1552268627,RxnC_201903,97.84692613030266,268.96508667848803,0.04035272103320819,0.29474343253959845,0.19972236432255913,,,,,False,False,False
RxnC_201903_1552276212,RxnC_201903,61.09981655179241,243.64118872882406,0.00914544485166094,0.040212772380839056,0.0057891819157241346,20.462940471988343,0.10483703852079884,36.13893190393085,0.9911156356132683,False,False,True
RxnC_201903_1552278298,RxnC_201903,98.75471772228757,270.9340247481267,0.03292634722750139,0.18041839189888104,0.05388481087115338,19.72571354183429,0.08863329555857724,2.8073054314971295,0.8800053120600847,False,False,True
RxnC_201903_1552285279,RxnC_201903,99.56444597242921,235.02830235185738,0.010615088480604011,0.008342920401176759,0.1081002504968437,14.697554254043599,0.1524120264719403,5.44834036218152,0.9523487072949816,False,False,True
RxnC_201903_1552286907,RxnC_201903,99.19208323813282,249.67658664217598,0.03666358924782502,0.2913612769700884,0.12545313080700013,,,,,False,False,False
RxnC_201903_1552295039,RxnC_201903,52.03827535508304,224.31609281824822,0.0005771506046294198,0.017214635703438598,0.25031769613302723,17.200097748598854,0.10484946504159764,42.04736744264018,0.9967771386776205,False,False,True
RxnC_201903_1552304459,RxnC_201903,94.79156108218032,243.66843381139083,0.007749712220443069,0.07527842543183946,0.0019563344494035084,18.944659604997895,0.10648836287536989,20.74736347659061,0.9823299182722682,False,False,True
RxnC_201903_1552306412,RxnC_201903,71.21672146832073,253.99672981559942,0.00021883854106997876,0.2994525600750965,0.2925295996033521,25.948842832863917,0.17499349942282472,107.27454042581485,1.0,False,False,True
RxnC_201903_1552314320,RxnC_201903,98.95810486357897,261.7351166841513,0.010936486361491282,0.10415813914463547,0.2018597071449482,22.908690497298206,0.08224165624381574,14.923096063395148,0.9834565051927853,False,False,True
RxnC_201903_1552322747,RxnC_201903,99.81694010772999,251.2726526408048,0.030999278922132004,0.09591936516397973,0.053868878788637324,,,,,False,False,False
RxnC_201903_1552324675,RxnC_201903,70.05184944093422,236.38673742179003,0.008141297080348971,0.021202475123263096,0.008147299795568694,17.97781788694955,0.12776931075323705,18.359079158383434,0.9868087397858749,False,False,True
