sample_id,experiment_id,flowrate,T_set,TOP_fraction,oleylamine_fraction,ODE_extra_fraction,r0_sphere,sigma_sphere,I0_sphere,I0_fraction_sphere,disordered_flag,crystalline_flag,dilute_sphere_flag,r0_sphere_pred,sigma_sphere_pred,I0_sphere_pred,I0_fraction_sphere_pred,disordered_flag_pred,crystalline_flag_pred,dilute_sphere_flag_pred,r0_sphere_pred_var,sigma_sphere_pred_var,I0_sphere_pred_var,I0_fraction_sphere_pred_var,disordered_flag_pred_var,crystalline_flag_pred_var,dilute_sphere_flag_pred_var
R0_20190424_0_1556152439,R0_20190424,83.33586407240112,229.9631574122957,0.0006175588114806403,0.12314321899555664,0.0012496140550981426,18.93518294423845,7.146923799439264e-07,4.059026355343631,0.91427445106818,False,False,True,17.51234485741774,0.07830365000871899,23.587617205168254,0.8350920547360966,False,False,True,0.9053442906923245,0.03074093352172146,15.465828718394304,0.0226490821860629,1.0,0.9992250913730817,0.9776117495252987
R0_20190424_1_1556153961,R0_20190424,94.06632330242893,224.5853069751894,0.0016341814313375626,0.13864680639209387,2.5199925218847077e-05,18.663013747085074,4.102411965689612e-08,1.0754607679806112,0.7905967102303558,False,False,True,17.12728272536878,0.0863818699474424,21.90126914780347,0.8424104581452456,False,False,True,1.0538761395389518,0.03578432722088632,18.00317076285753,0.0263649172405951,1.0,0.9943034803566853,0.941858530027583
R0_20190424_2_1556155545,R0_20190424,90.90031766466464,243.898345045062,0.0012796982116512299,0.14727654249174946,0.020704630614119087,21.501295561890565,0.08838018833847994,22.369050112811017,0.9876119125940829,False,False,True,18.80699224315316,0.10275722990441855,36.91016823519789,0.901370667222838,False,False,True,0.6235698850125572,0.021173293495516193,10.652328771166351,0.015599905714988274,1.0,0.9999995895792698,0.9999608511220781
R0_20190424_3_1556156857,R0_20190424,118.0868092461369,235.33486576078505,0.00021105913076835262,0.16582446320754465,0.11985371644438654,20.163301042497107,0.08434795501790882,19.490858078866978,0.9843542672618392,False,False,True,20.995486475855138,0.1317223196840003,47.31568928037341,1.0149608202565124,False,False,True,1.0819905842920856,0.036738952202831354,18.483444611751214,0.02706825891555316,0.9999986175503813,0.993197505946605,0.9921641222233487
R0_20190424_4_1556162906,R0_20190424,20.425450804894282,299.6760734489827,0.07688941801252437,0.010329123949357597,0.003296758669100628,25.50486634511974,0.06608790375559215,3.0501233290631022,0.8648338399570342,False,False,True,25.446295577158143,0.13420911940899988,64.80765701728558,1.00352111649019,False,False,True,0.5562865328330474,0.01888868964068082,9.502939736402627,0.013916671845912693,0.9999999997129724,0.9999999769410682,0.9999999981581696
R0_20190424_5_1556168663,R0_20190424,21.503458055644323,248.61428965707034,0.0020746623566884927,0.043636403327821136,0.2994503265895399,21.945529257192216,0.7142857139446637,10.599474690430815,0.9719232904184856,False,False,True,28.476530502477875,-0.01653944764685278,26.989309168113387,1.0697910590280943,False,False,True,0.7914659820859423,0.026874199561585873,13.520466679053522,0.019800177965478023,0.9701106330506669,0.9999065756131392,0.9953709934552265
R0_20190424_6_1556174466,R0_20190424,21.28860257929742,250.9813380534927,0.0013037223377869631,0.03734129311208196,0.2969341478326635,,,,,False,False,False,28.187030383405894,-0.0037141188649818524,36.673260147947396,1.0616860355324382,False,False,True,0.7460805501187413,0.02533313881673772,12.74515575664377,0.018664766399686818,0.9892608162189827,0.9999678756978937,0.9980694789476353
R0_20190424_7_1556179937,R0_20190424,22.613160323713448,250.64318226834095,0.0017085212108696145,0.042435273982297156,0.29788693998299975,20.620283694675265,2.1676770756151598e-07,1.4962152228013657,0.8527505842285464,False,False,True,28.32547801502659,-0.008102736621022816,32.16918321561764,1.066486751424022,False,False,True,0.7547258579742959,0.025626689940652345,12.892841948390283,0.018881046869069947,0.9815048459850894,0.9999639264238349,0.9975110121823084
R0_20190424_8_1556184889,R0_20190424,25.12855873475476,249.8610953968539,0.001805825545851837,0.04327774548945345,0.2975572850372724,20.636460383179127,0.1368204470765121,2.252209929812256,0.8858814970954993,False,False,True,28.181956181420446,-0.008281785441088985,30.794790607346993,1.0680135451129358,False,False,True,0.742850335348295,0.02522345698791298,12.689974596418917,0.018583955816832722,0.9853083791685182,0.9999756939685198,0.9981330808720841
R0_20190424_9_1556190799,R0_20190424,20.892260358192132,246.35606912881744,0.006581684179226573,0.03587191161016728,0.2978486946314792,,,,,False,False,False,28.098537416866055,-0.014904585974608808,24.687059004936028,1.0568605226427796,False,False,True,0.7991296744613401,0.027134419966425308,13.651384115488371,0.019991901269246087,0.9865038858236209,0.9998772864275234,0.9893671526754337
