,sample_id,experiment_id,yml_file,data_file
311,RxnA_20190329_1553931522,RxnA_20190329,RxnA_20190329_5_xrsd_system.yml,RxnA_20190329_5_dz_bgsub.dat
312,RxnA_20190329_1553957565,RxnA_20190329,RxnA_20190329_10_xrsd_system.yml,RxnA_20190329_10_dz_bgsub.dat
313,RxnA_20190329_1553924441,RxnA_20190329,RxnA_20190329_3_xrsd_system.yml,RxnA_20190329_3_dz_bgsub.dat
314,RxnA_20190329_1553914977,RxnA_20190329,RxnA_20190329_1_xrsd_system.yml,RxnA_20190329_1_dz_bgsub.dat
315,RxnA_20190329_1553975313,RxnA_20190329,RxnA_20190329_13_xrsd_system.yml,RxnA_20190329_13_dz_bgsub.dat
316,RxnA_20190329_1553970200,RxnA_20190329,RxnA_20190329_12_xrsd_system.yml,RxnA_20190329_12_dz_bgsub.dat
317,RxnA_20190329_1553935658,RxnA_20190329,RxnA_20190329_6_xrsd_system.yml,RxnA_20190329_6_dz_bgsub.dat
318,RxnA_20190329_1553920203,RxnA_20190329,RxnA_20190329_2_xrsd_system.yml,RxnA_20190329_2_dz_bgsub.dat
319,RxnA_20190329_1553951254,RxnA_20190329,RxnA_20190329_9_xrsd_system.yml,RxnA_20190329_9_dz_bgsub.dat
320,RxnA_20190329_1553983571,RxnA_20190329,RxnA_20190329_15_xrsd_system.yml,RxnA_20190329_15_dz_bgsub.dat
321,R5_20190417_1556030524,R5_20190417,R5_20190417_10_xrsd_system.yml,R5_20190417_10_dz_bgsub.dat
322,R5_20190417_1555983613,R5_20190417,R5_20190417_7_xrsd_system.yml,R5_20190417_7_dz_bgsub.dat
323,R5_20190417_1555972808,R5_20190417,R5_20190417_5_xrsd_system.yml,R5_20190417_5_dz_bgsub.dat
324,R5_20190417_1555880344,R5_20190417,R5_20190417_2_xrsd_system.yml,R5_20190417_2_dz_bgsub.dat
325,R5_20190417_1555994774,R5_20190417,R5_20190417_9_xrsd_system.yml,R5_20190417_9_dz_bgsub.dat
326,R5_20190417_1555978190,R5_20190417,R5_20190417_6_xrsd_system.yml,R5_20190417_6_dz_bgsub.dat
327,R5_20190417_1555882718,R5_20190417,R5_20190417_3_xrsd_system.yml,R5_20190417_3_dz_bgsub.dat
328,R5_20190417_1555876280,R5_20190417,R5_20190417_0_xrsd_system.yml,R5_20190417_0_dz_bgsub.dat
329,R5_20190417_1555878455,R5_20190417,R5_20190417_1_xrsd_system.yml,R5_20190417_1_dz_bgsub.dat
330,R5_20190417_1555989107,R5_20190417,R5_20190417_8_xrsd_system.yml,R5_20190417_8_dz_bgsub.dat
331,R5_20190417_1555968926,R5_20190417,R5_20190417_4_xrsd_system.yml,R5_20190417_4_dz_bgsub.dat
332,RxnC_201903_1552315950,RxnC_201903,RxnC_201903_13_xrsd_system.yml,RxnC_201903_13_dz_bgsub.dat
333,RxnC_201903_1552257734,RxnC_201903,RxnC_201903_0_xrsd_system.yml,RxnC_201903_0_dz_bgsub.dat
334,RxnC_201903_1552268627,RxnC_201903,RxnC_201903_3_xrsd_system.yml,RxnC_201903_3_dz_bgsub.dat
335,RxnC_201903_1552259370,RxnC_201903,RxnC_201903_1_xrsd_system.yml,RxnC_201903_1_dz_bgsub.dat
336,RxnC_201903_1552276212,RxnC_201903,RxnC_201903_4_xrsd_system.yml,RxnC_201903_4_dz_bgsub.dat
337,RxnC_201903_1552285279,RxnC_201903,RxnC_201903_6_xrsd_system.yml,RxnC_201903_6_dz_bgsub.dat
338,RxnC_201903_1552324675,RxnC_201903,RxnC_201903_15_xrsd_system.yml,RxnC_201903_15_dz_bgsub.dat
339,RxnC_201903_1552266975,RxnC_201903,RxnC_201903_2_xrsd_system.yml,RxnC_201903_2_dz_bgsub.dat
340,RxnC_201903_1552304459,RxnC_201903,RxnC_201903_10_xrsd_system.yml,RxnC_201903_10_dz_bgsub.dat
341,RxnC_201903_1552297328,RxnC_201903,RxnC_201903_9_xrsd_system.yml,RxnC_201903_9_dz_bgsub.dat
342,RxnC_201903_1552286907,RxnC_201903,RxnC_201903_7_xrsd_system.yml,RxnC_201903_7_dz_bgsub.dat
343,RxnC_201903_1552314320,RxnC_201903,RxnC_201903_12_xrsd_system.yml,RxnC_201903_12_dz_bgsub.dat
344,RxnC_201903_1552278298,RxnC_201903,RxnC_201903_5_xrsd_system.yml,RxnC_201903_5_dz_bgsub.dat
345,RxnC_201903_1552295039,RxnC_201903,RxnC_201903_8_xrsd_system.yml,RxnC_201903_8_dz_bgsub.dat
346,RxnC_201903_1552306412,RxnC_201903,RxnC_201903_11_xrsd_system.yml,RxnC_201903_11_dz_bgsub.dat
347,RxnC_201903_1552322747,RxnC_201903,RxnC_201903_14_xrsd_system.yml,RxnC_201903_14_dz_bgsub.dat
