,sample_id,experiment_id,yml_file,data_file
1408,R6_201611_1479767704,R6_201611,R6_SAXS1_0007.yml,R6_SAXS1_0007_dz_bgsub.dat
1409,R6_201611_1479768412,R6_201611,R6_SAXS1_0070.yml,R6_SAXS1_0070_dz_bgsub.dat
1410,R6_201611_1479768109,R6_201611,R6_SAXS1_0043.yml,R6_SAXS1_0043_dz_bgsub.dat
1411,R6_201611_1479768572,R6_201611,R6_SAXS2_0010.yml,R6_SAXS2_0010_dz_bgsub.dat
1412,R6_201611_1479768266,R6_201611,R6_SAXS1_0057.yml,R6_SAXS1_0057_dz_bgsub.dat
1413,R6_201611_1479768356,R6_201611,R6_SAXS1_0065.yml,R6_SAXS1_0065_dz_bgsub.dat
1414,R6_201611_1479768232,R6_201611,R6_SAXS1_0054.yml,R6_SAXS1_0054_dz_bgsub.dat
1415,R6_201611_1479767839,R6_201611,R6_SAXS1_0019.yml,R6_SAXS1_0019_dz_bgsub.dat
1416,R6_201611_1479769098,R6_201611,R6_cool_0016.yml,R6_cool_0016_dz_bgsub.dat
1417,R6_201611_1479768030,R6_201611,R6_SAXS1_0036.yml,R6_SAXS1_0036_dz_bgsub.dat
1418,R6_201611_1479767928,R6_201611,R6_SAXS1_0027.yml,R6_SAXS1_0027_dz_bgsub.dat
1419,R6_201611_1479768730,R6_201611,R6_cool_0002.yml,R6_cool_0002_dz_bgsub.dat
1420,R6_201611_1479768187,R6_201611,R6_SAXS1_0050.yml,R6_SAXS1_0050_dz_bgsub.dat
1421,R6_201611_1479768299,R6_201611,R6_SAXS1_0060.yml,R6_SAXS1_0060_dz_bgsub.dat
1422,R6_201611_1479768198,R6_201611,R6_SAXS1_0051.yml,R6_SAXS1_0051_dz_bgsub.dat
1423,R6_201611_1479768914,R6_201611,R6_cool_0009.yml,R6_cool_0009_dz_bgsub.dat
1424,R6_201611_1479767727,R6_201611,R6_SAXS1_0009.yml,R6_SAXS1_0009_dz_bgsub.dat
1425,R6_201611_1479768142,R6_201611,R6_SAXS1_0046.yml,R6_SAXS1_0046_dz_bgsub.dat
1426,R6_201611_1479767906,R6_201611,R6_SAXS1_0025.yml,R6_SAXS1_0025_dz_bgsub.dat
1427,R6_201611_1479768345,R6_201611,R6_SAXS1_0064.yml,R6_SAXS1_0064_dz_bgsub.dat
1428,R6_201611_1479767671,R6_201611,R6_SAXS1_0004.yml,R6_SAXS1_0004_dz_bgsub.dat
1429,R6_201611_1479768783,R6_201611,R6_cool_0004.yml,R6_cool_0004_dz_bgsub.dat
1430,R6_201611_1479767996,R6_201611,R6_SAXS1_0033.yml,R6_SAXS1_0033_dz_bgsub.dat
1431,R6_201611_1479768243,R6_201611,R6_SAXS1_0055.yml,R6_SAXS1_0055_dz_bgsub.dat
1432,R6_201611_1479768041,R6_201611,R6_SAXS1_0037.yml,R6_SAXS1_0037_dz_bgsub.dat
1433,R6_201611_1479767973,R6_201611,R6_SAXS1_0031.yml,R6_SAXS1_0031_dz_bgsub.dat
1434,R6_201611_1479769020,R6_201611,R6_cool_0013.yml,R6_cool_0013_dz_bgsub.dat
1435,R6_201611_1479768470,R6_201611,R6_SAXS2_0001.yml,R6_SAXS2_0001_dz_bgsub.dat
1436,R6_201611_1479767939,R6_201611,R6_SAXS1_0028.yml,R6_SAXS1_0028_dz_bgsub.dat
1437,R6_201611_1479767738,R6_201611,R6_SAXS1_0010.yml,R6_SAXS1_0010_dz_bgsub.dat
1438,R6_201611_1479768367,R6_201611,R6_SAXS1_0066.yml,R6_SAXS1_0066_dz_bgsub.dat
1439,R6_201611_1479768703,R6_201611,R6_cool_0001.yml,R6_cool_0001_dz_bgsub.dat
1440,R6_201611_1479767951,R6_201611,R6_SAXS1_0029.yml,R6_SAXS1_0029_dz_bgsub.dat
1441,R6_201611_1479768862,R6_201611,R6_cool_0007.yml,R6_cool_0007_dz_bgsub.dat
1442,R6_201611_1479767693,R6_201611,R6_SAXS1_0006.yml,R6_SAXS1_0006_dz_bgsub.dat
1443,R6_201611_1479767895,R6_201611,R6_SAXS1_0024.yml,R6_SAXS1_0024_dz_bgsub.dat
1444,R6_201611_1479768019,R6_201611,R6_SAXS1_0035.yml,R6_SAXS1_0035_dz_bgsub.dat
1445,R6_201611_1479768210,R6_201611,R6_SAXS1_0052.yml,R6_SAXS1_0052_dz_bgsub.dat
1446,R6_201611_1479767794,R6_201611,R6_SAXS1_0015.yml,R6_SAXS1_0015_dz_bgsub.dat
1447,R6_201611_1479768401,R6_201611,R6_SAXS1_0069.yml,R6_SAXS1_0069_dz_bgsub.dat
1448,R6_201611_1479768538,R6_201611,R6_SAXS2_0007.yml,R6_SAXS2_0007_dz_bgsub.dat
1449,R6_201611_1479768311,R6_201611,R6_SAXS1_0061.yml,R6_SAXS1_0061_dz_bgsub.dat
1450,R6_201611_1479768756,R6_201611,R6_cool_0003.yml,R6_cool_0003_dz_bgsub.dat
1451,R6_201611_1479769046,R6_201611,R6_cool_0014.yml,R6_cool_0014_dz_bgsub.dat
1452,R6_201611_1479767850,R6_201611,R6_SAXS1_0020.yml,R6_SAXS1_0020_dz_bgsub.dat
1453,R6_201611_1479767470,R6_201611,R6_SAXS_0002.yml,R6_SAXS_0002_dz_bgsub.dat
1454,R6_201611_1479767648,R6_201611,R6_SAXS1_0002.yml,R6_SAXS1_0002_dz_bgsub.dat
1455,R6_201611_1479767459,R6_201611,R6_SAXS_0001.yml,R6_SAXS_0001_dz_bgsub.dat
1456,R6_201611_1479768176,R6_201611,R6_SAXS1_0049.yml,R6_SAXS1_0049_dz_bgsub.dat
