# q (1/Angstrom), I (arb), dI (arb)
4.023898146452000169e-01 5.765323319999999967e+02 2.401108800000000087e+01
4.044146042250218454e-01 5.022232700000000136e+02 2.241033799999999943e+01
4.064393838263133385e-01 5.411283320000000003e+02 2.326216499999999954e+01
4.084641533991148488e-01 4.933788559999999848e+02 2.221213300000000146e+01
4.104889128934676168e-01 5.325503800000000183e+02 2.307705299999999937e+01
4.125136622594123281e-01 4.889826669999999922e+02 2.211295199999999994e+01
4.145384014469905010e-01 5.260350690000000213e+02 2.293545400000000001e+01
4.165631304062433204e-01 4.954164910000000077e+02 2.225795300000000054e+01
4.185878490872133040e-01 5.181264529999999695e+02 2.276239100000000093e+01
4.206125574399418032e-01 4.943757590000000164e+02 2.223456200000000038e+01
4.226372554144715576e-01 5.217748709999999619e+02 2.284239200000000025e+01
4.246619429608450846e-01 4.890363780000000133e+02 2.211416699999999835e+01
4.266866200291051237e-01 5.034407019999999875e+02 2.243748400000000132e+01
4.287112865692948582e-01 4.943663149999999860e+02 2.223434999999999917e+01
4.307359425314576384e-01 5.061449470000000019e+02 2.249766500000000136e+01
4.327605878656369254e-01 4.955381830000000036e+02 2.226068700000000078e+01
4.347852225218769018e-01 5.107781330000000253e+02 2.260040100000000152e+01
4.368098464502214728e-01 5.050505180000000109e+02 2.247332899999999967e+01
4.388344596007150988e-01 4.885991819999999848e+02 2.210427999999999926e+01
4.408590619234024066e-01 5.020550910000000044e+02 2.240658600000000078e+01
4.428836533683284671e-01 4.634850809999999797e+02 2.152870400000000117e+01
4.449082338855384067e-01 5.137992239999999811e+02 2.266713999999999984e+01
4.469328034250776849e-01 4.591966419999999971e+02 2.142887400000000042e+01
4.489573619369920943e-01 5.158088420000000269e+02 2.271142499999999842e+01
4.509819093713275939e-01 4.709308179999999879e+02 2.170093999999999923e+01
4.530064456781305871e-01 5.181565880000000561e+02 2.276305299999999932e+01
4.550309708074474768e-01 4.757112119999999891e+02 2.181080499999999844e+01
4.570554847093252770e-01 5.173480110000000423e+02 2.274528499999999909e+01
4.590799873338111681e-01 4.809483290000000011e+02 2.193053400000000153e+01
4.611044786309522747e-01 5.192849499999999807e+02 2.278782500000000155e+01
4.631289585507963880e-01 4.888313420000000065e+02 2.210953100000000049e+01
4.651534270433916318e-01 5.235961250000000291e+02 2.288222299999999976e+01
4.671778840587860193e-01 4.814548879999999826e+02 2.194208000000000069e+01
4.692023295470282851e-01 4.967685710000000086e+02 2.228830599999999862e+01
4.712267634581671083e-01 4.817123219999999719e+02 2.194794600000000173e+01
4.732511857422515011e-01 5.104732989999999972e+02 2.259365599999999930e+01
4.752755963493309754e-01 4.919973650000000021e+02 2.218101400000000112e+01
4.772999952294552650e-01 5.166596289999999954e+02 2.273014799999999980e+01
4.793243823326741593e-01 4.936343949999999836e+02 2.221788499999999900e+01
4.813487576090381137e-01 5.121867389999999887e+02 2.263154300000000063e+01
4.833731210085975838e-01 5.105311169999999947e+02 2.259493600000000058e+01
4.853974724814032471e-01 5.145411769999999478e+02 2.268349999999999866e+01
4.874218119775063363e-01 5.166571450000000141e+02 2.273009300000000010e+01
4.894461394469583615e-01 5.177082619999999906e+02 2.275320299999999918e+01
4.914704548398109440e-01 5.215704090000000406e+02 2.283791599999999988e+01
4.934947581061162047e-01 5.083134820000000218e+02 2.254580899999999843e+01
4.955190491959262644e-01 5.198959250000000338e+02 2.280122599999999977e+01
4.975433280592939100e-01 5.052777150000000006e+02 2.247838300000000089e+01
4.995675946462722616e-01 5.231822150000000420e+02 2.287317699999999832e+01
5.015918489069141062e-01 5.021360890000000268e+02 2.240839300000000023e+01
5.036160907912731188e-01 5.298641689999999471e+02 2.301877899999999855e+01
5.056403202494033078e-01 5.012733410000000163e+02 2.238913399999999854e+01
5.076645372313586257e-01 5.208895509999999831e+02 2.282300499999999843e+01
5.096887416871938026e-01 4.990943669999999770e+02 2.234042000000000172e+01
5.117129335669631240e-01 5.166728190000000041e+02 2.273043799999999948e+01
5.137371128207220972e-01 4.999218409999999722e+02 2.235893199999999936e+01
5.157612793985256738e-01 5.050901380000000245e+02 2.247420999999999935e+01
5.177854332504301382e-01 4.986246039999999766e+02 2.232990399999999909e+01
5.198095743264907753e-01 5.119771670000000086e+02 2.262691200000000080e+01
5.218337025767645354e-01 4.938084470000000010e+02 2.222180099999999925e+01
5.238578179513077027e-01 5.058019100000000208e+02 2.249004000000000048e+01
5.258819204001775605e-01 4.973189360000000079e+02 2.230064899999999994e+01
5.279060098734308371e-01 5.066126130000000103e+02 2.250805700000000087e+01
5.299300863211255930e-01 5.030127739999999790e+02 2.242794599999999861e+01
5.319541496933195557e-01 5.028199329999999918e+02 2.242364699999999900e+01
5.339781999400711188e-01 4.973826760000000036e+02 2.230207800000000162e+01
5.360022370114386758e-01 5.169138570000000072e+02 2.273573999999999984e+01
5.380262608574810645e-01 4.940698849999999993e+02 2.222768299999999897e+01
5.400502714282575667e-01 5.031582829999999831e+02 2.243119000000000085e+01
5.420742686738279081e-01 5.057052580000000148e+02 2.248789100000000118e+01
5.440982525442519258e-01 4.948082650000000058e+02 2.224428599999999889e+01
5.461222229895894564e-01 5.002479559999999879e+02 2.236622399999999899e+01
5.481461799599013363e-01 4.933138139999999794e+02 2.221066899999999933e+01
5.501701234052484013e-01 5.068598479999999995e+02 2.251354800000000012e+01
5.521940532756918207e-01 4.882126539999999864e+02 2.209553500000000170e+01
5.542179695212930968e-01 5.077935380000000123e+02 2.253427500000000094e+01
5.562418720921140647e-01 5.015365709999999808e+02 2.239501200000000125e+01
5.582657609382170039e-01 5.194287389999999505e+02 2.279097900000000010e+01
5.602896360096646378e-01 4.923765960000000064e+02 2.218956100000000120e+01
5.623134972565194678e-01 5.317351929999999811e+02 2.305938400000000144e+01
5.643373446288449946e-01 5.017392090000000167e+02 2.239953600000000122e+01
5.663611780767044968e-01 5.139468540000000303e+02 2.267039600000000021e+01
5.683849975501622520e-01 5.188771570000000111e+02 2.277887499999999932e+01
5.704088029992823161e-01 5.111173850000000130e+02 2.260790499999999881e+01
5.724325943741294109e-01 5.061675179999999727e+02 2.249816699999999869e+01
5.744563716247683693e-01 5.213532199999999648e+02 2.283316100000000048e+01
5.764801347012645794e-01 5.150270809999999528e+02 2.269420799999999971e+01
5.785038835536834290e-01 5.026580359999999814e+02 2.242003599999999963e+01
5.805276181320913054e-01 5.035704499999999939e+02 2.244037499999999952e+01
5.825513383865543737e-01 5.184134689999999637e+02 2.276869500000000102e+01
5.845750442671392433e-01 5.019742319999999722e+02 2.240478099999999984e+01
5.865987357239130784e-01 5.205573530000000346e+02 2.281572600000000151e+01
5.886224127069432654e-01 5.234346520000000282e+02 2.287869399999999942e+01
5.906460751662977460e-01 5.098379929999999831e+02 2.257959200000000166e+01
5.926697230520443505e-01 5.150816119999999501e+02 2.269540999999999897e+01
5.946933563142515755e-01 5.289689560000000483e+02 2.299932499999999891e+01
5.967169749029888060e-01 5.130462440000000015e+02 2.265052400000000077e+01
5.987405787683246494e-01 5.211509620000000496e+02 2.282873100000000122e+01
6.007641678603288238e-01 5.278174490000000105e+02 2.297427800000000175e+01
6.027877421290713800e-01 5.092654670000000010e+02 2.256691100000000105e+01
6.048113015246227020e-01 5.256688830000000507e+02 2.292746999999999957e+01
6.068348459970531739e-01 5.241408169999999700e+02 2.289412199999999942e+01
6.088583754964341788e-01 5.164953160000000025e+02 2.272653299999999987e+01
6.108818899728367668e-01 5.144456030000000055e+02 2.268139299999999992e+01
6.129053893763332095e-01 5.379954810000000407e+02 2.319472999999999985e+01
6.149288736569951119e-01 5.071214879999999994e+02 2.251935800000000043e+01
6.169523427648953007e-01 5.285427220000000261e+02 2.299005700000000019e+01
6.189757966501064912e-01 5.200369839999999613e+02 2.280431899999999956e+01
6.209992352627022871e-01 5.317107069999999567e+02 2.305885299999999916e+01
6.230226585527562921e-01 5.123003870000000006e+02 2.263405399999999901e+01
6.250460664703422209e-01 5.318875430000000506e+02 2.306268700000000038e+01
