,experiment_id,sample_id,system_class,system_class_xval,diffuse_binary,disordered_binary,crystalline_binary,diffuse_binary_xval,diffuse_binary_pr,disordered_binary_xval,disordered_binary_pr,crystalline_binary_xval,crystalline_binary_pr
182,RxnB_20190329,RxnB_20190329_1554066952,unidentified,unidentified,False,False,False,False,False,False,False,False,False
189,RxnB_20190329,RxnB_20190329_1554092743,unidentified,unidentified,False,False,False,True,False,False,False,False,False
190,RxnB_20190329,RxnB_20190329_1554128931,unidentified,unidentified,False,False,False,False,False,False,False,False,False
192,RxnB_20190329,RxnB_20190329_1554049356,unidentified,unidentified,False,False,False,False,False,False,False,False,False
197,RxnB_20190329,RxnB_20190329_1554089770,unidentified,unidentified,False,False,False,False,False,False,False,False,False
199,RxnB_20190329,RxnB_20190329_1554006432,unidentified,unidentified,False,False,False,False,False,False,False,False,False
498,RxnC_201602,RxnC_201602_1455334008,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
428,RxnC_201602,RxnC_201602_1455331593,diffuse,diffuse,True,False,False,True,True,False,False,False,False
463,RxnC_201602,RxnC_201602_1455333105,diffuse,diffuse__diffuse,True,False,False,True,True,True,False,False,False
441,RxnC_201602,RxnC_201602_1455332739,diffuse,diffuse,True,False,False,True,True,True,False,False,False
479,RxnC_201602,RxnC_201602_1455332920,diffuse,diffuse,True,False,False,True,True,True,False,False,False
442,RxnC_201602,RxnC_201602_1455331629,diffuse,diffuse,True,False,False,True,True,False,False,False,False
424,RxnC_201602,RxnC_201602_1455331873,diffuse,diffuse,True,False,False,True,True,True,False,False,False
440,RxnC_201602,RxnC_201602_1455331886,diffuse,diffuse,True,False,False,False,True,False,False,False,False
495,RxnC_201602,RxnC_201602_1455331901,diffuse,diffuse,True,False,False,False,True,True,False,False,False
503,RxnC_201602,RxnC_201602_1455331915,diffuse,diffuse__diffuse,True,False,False,False,True,True,False,False,False
464,RxnC_201602,RxnC_201602_1455331835,diffuse,diffuse,True,False,False,False,True,True,False,False,False
506,RxnC_201602,RxnC_201602_1455330182,diffuse,diffuse,True,False,False,True,True,False,False,False,False
439,RxnC_201602,RxnC_201602_1455331747,diffuse,diffuse,True,False,False,True,True,True,False,False,False
508,RxnC_201602,RxnC_201602_1455329348,diffuse,diffuse,True,False,False,True,True,False,False,False,False
471,RxnC_201602,RxnC_201602_1455329386,diffuse,diffuse,True,False,False,True,True,False,False,False,False
448,RxnC_201602,RxnC_201602_1455331677,diffuse,diffuse,True,False,False,True,True,False,False,False,False
507,RxnC_201602,RxnC_201602_1455331657,diffuse,diffuse,True,False,False,True,True,False,False,False,False
486,RxnC_201602,RxnC_201602_1455334450,diffuse,diffuse,True,False,False,True,True,False,False,False,False
436,RxnC_201602,RxnC_201602_1455331854,diffuse,diffuse,True,False,False,True,True,False,False,False,False
477,RxnC_201602,RxnC_201602_1455331698,diffuse,diffuse,True,False,False,True,True,False,False,False,False
492,RxnC_201602,RxnC_201602_1455331816,diffuse,diffuse,True,False,False,True,True,False,False,False,False
422,RxnC_201602,RxnC_201602_1455331979,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
458,RxnC_201602,RxnC_201602_1455331958,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
468,RxnC_201602,RxnC_201602_1455331993,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
472,RxnC_201602,RxnC_201602_1455331943,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
482,RxnC_201602,RxnC_201602_1455331929,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
303,RxnC_201902,RxnC_201902_1549624936,diffuse,diffuse,True,False,False,True,True,False,False,False,False
304,RxnC_201902,RxnC_201902_1549626099,diffuse,diffuse__diffuse,True,False,False,False,True,False,False,False,False
306,RxnC_201902,RxnC_201902_1549595639,diffuse,diffuse,True,False,False,True,True,False,False,False,False
307,RxnC_201902,RxnC_201902_1549628504,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
308,RxnC_201902,RxnC_201902_1549596806,diffuse,diffuse,True,False,False,True,True,False,False,False,False
305,RxnC_201902,RxnC_201902_1549620357,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
278,RxnC_201903,RxnC_201903_1552268627,diffuse,diffuse,True,False,False,True,True,False,False,False,False
280,RxnC_201903,RxnC_201903_1552306412,diffuse,diffuse,True,False,False,True,True,False,False,False,False
282,RxnC_201903,RxnC_201903_1552322747,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
275,RxnC_201903,RxnC_201903_1552266975,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
276,RxnC_201903,RxnC_201903_1552278298,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
277,RxnC_201903,RxnC_201903_1552276212,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
279,RxnC_201903,RxnC_201903_1552304459,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
281,RxnC_201903,RxnC_201903_1552295039,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
283,RxnC_201903,RxnC_201903_1552314320,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
284,RxnC_201903,RxnC_201903_1552324675,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
285,RxnC_201903,RxnC_201903_1552285279,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
287,RxnC_201903,RxnC_201903_1552257734,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
286,RxnC_201903,RxnC_201903_1552286907,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1881,RxnD_201602,RxnD_201602_1455396058,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1890,RxnD_201602,RxnD_201602_1455394790,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1885,RxnD_201602,RxnD_201602_1455396172,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1896,RxnD_201602,RxnD_201602_1455395309,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1911,RxnD_201602,RxnD_201602_1455394104,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1882,RxnD_201602,RxnD_201602_1455396121,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1932,RxnD_201602,RxnD_201602_1455396139,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1907,RxnD_201602,RxnD_201602_1455396153,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1872,RxnD_201602,RxnD_201602_1455393890,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1874,RxnD_201602,RxnD_201602_1455395885,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1931,RxnD_201602,RxnD_201602_1455396501,diffuse__disordered,diffuse__disordered,True,True,False,False,True,False,True,False,False
1917,RxnD_201602,RxnD_201602_1455396569,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1930,RxnD_201602,RxnD_201602_1455396620,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1904,RxnD_201602,RxnD_201602_1455396522,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1938,RxnD_201602,RxnD_201602_1455396635,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1892,RxnD_201602,RxnD_201602_1455396550,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1915,RxnD_201602,RxnD_201602_1455396584,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1873,RxnD_201602,RxnD_201602_1455396602,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1875,RxnD_201602,RxnD_201602_1455396652,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1940,RxnD_201602,RxnD_201602_1455396671,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1929,RxnD_201602,RxnD_201602_1455396689,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1910,RxnD_201602,RxnD_201602_1455396833,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1901,RxnD_201602,RxnD_201602_1455396713,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1926,RxnD_201602,RxnD_201602_1455396406,disordered,disordered__disordered,False,True,False,False,False,False,True,False,False
1886,RxnD_201602,RxnD_201602_1455396477,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1928,RxnD_201602,RxnD_201602_1455396377,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1880,RxnD_201602,RxnD_201602_1455396347,disordered,unidentified,False,True,False,False,False,False,False,False,False
1895,RxnD_201602,RxnD_201602_1455396226,disordered,unidentified,False,True,False,True,False,False,False,False,False
1922,RxnD_201602,RxnD_201602_1455396392,disordered,disordered__disordered,False,True,False,False,False,False,True,False,False
1933,RxnD_201602,RxnD_201602_1455396322,disordered,unidentified,False,True,False,False,False,False,False,False,False
1908,RxnD_201602,RxnD_201602_1455396190,disordered,unidentified,False,True,False,True,False,False,False,False,False
1878,RxnD_201602,RxnD_201602_1455396295,disordered,unidentified,False,True,False,True,False,False,False,False,False
1877,RxnD_201602,RxnD_201602_1455396272,disordered,unidentified,False,True,False,True,False,False,False,False,False
1909,RxnD_201602,RxnD_201602_1455396423,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1912,RxnD_201602,RxnD_201602_1455396250,disordered,unidentified,False,True,False,True,False,False,False,False,False
1888,RxnD_201602,RxnD_201602_1455396207,disordered,unidentified,False,True,False,True,False,False,False,False,False
1893,RxnD_201602,RxnD_201602_1455396440,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1889,RxnD_201602,RxnD_201602_1455396460,disordered,disordered__disordered,False,True,False,False,False,False,True,False,False
18,RxnD_201902,RxnD_201902_1549704818,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
24,RxnD_201902,RxnD_201902_1549709342,diffuse,diffuse,True,False,False,True,True,False,False,False,False
25,RxnD_201902,RxnD_201902_1549681391,diffuse,diffuse,True,False,False,True,True,False,False,False,False
26,RxnD_201902,RxnD_201902_1549691763,diffuse,unidentified,True,False,False,False,False,False,False,False,False
27,RxnD_201902,RxnD_201902_1549717440,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
28,RxnD_201902,RxnD_201902_1549712274,diffuse,diffuse,True,False,False,True,True,False,False,False,False
13,RxnD_201902,RxnD_201902_1549706466,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
15,RxnD_201902,RxnD_201902_1549677642,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
16,RxnD_201902,RxnD_201902_1549695299,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
17,RxnD_201902,RxnD_201902_1549737146,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
19,RxnD_201902,RxnD_201902_1549740122,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
20,RxnD_201902,RxnD_201902_1549696659,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
21,RxnD_201902,RxnD_201902_1549701593,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
22,RxnD_201902,RxnD_201902_1549732501,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
23,RxnD_201902,RxnD_201902_1549699693,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
29,RxnD_201902,RxnD_201902_1549685209,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
14,RxnD_201902,RxnD_201902_1549722477,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1156,RxnE_201602,RxnE_201602_1455423382,diffuse,diffuse,True,False,False,True,True,True,False,False,False
1183,RxnE_201602,RxnE_201602_1455423480,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1190,RxnE_201602,RxnE_201602_1455423531,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1192,RxnE_201602,RxnE_201602_1455423098,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1197,RxnE_201602,RxnE_201602_1455421648,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1165,RxnE_201602,RxnE_201602_1455423800,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1153,RxnE_201602,RxnE_201602_1455423365,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1163,RxnE_201602,RxnE_201602_1455423421,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1179,RxnE_201602,RxnE_201602_1455423619,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1199,RxnE_201602,RxnE_201602_1455423497,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1205,RxnE_201602,RxnE_201602_1455423570,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1171,RxnE_201602,RxnE_201602_1455420877,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1161,RxnE_201602,RxnE_201602_1455423784,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1188,RxnE_201602,RxnE_201602_1455421041,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1167,RxnE_201602,RxnE_201602_1455423512,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1185,RxnE_201602,RxnE_201602_1455423643,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1201,RxnE_201602,RxnE_201602_1455423463,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1160,RxnE_201602,RxnE_201602_1455423745,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1172,RxnE_201602,RxnE_201602_1455423766,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1174,RxnE_201602,RxnE_201602_1455423703,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1189,RxnE_201602,RxnE_201602_1455423719,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
1173,RxnE_201602,RxnE_201602_1455423683,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1198,RxnE_201602,RxnE_201602_1455423664,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
153,RxnE_201902,RxnE_201902_1549795188,diffuse,unidentified,True,False,False,False,False,False,False,False,False
157,RxnE_201902,RxnE_201902_1549780388,diffuse,diffuse,True,False,False,True,True,False,False,False,False
163,RxnE_201902,RxnE_201902_1549765194,diffuse,diffuse,True,False,False,True,True,False,False,False,False
164,RxnE_201902,RxnE_201902_1549865560,diffuse,diffuse,True,False,False,True,True,False,False,False,False
167,RxnE_201902,RxnE_201902_1549816619,diffuse,unidentified,True,False,False,False,False,False,False,False,False
174,RxnE_201902,RxnE_201902_1549843586,diffuse,unidentified,True,False,False,False,False,False,False,False,False
165,RxnE_201902,RxnE_201902_1549785719,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
173,RxnE_201902,RxnE_201902_1549839615,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
169,RxnE_201902,RxnE_201902_1549877483,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
156,RxnE_201902,RxnE_201902_1549857605,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
166,RxnE_201902,RxnE_201902_1549821595,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
160,RxnE_201902,RxnE_201902_1549770506,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
170,RxnE_201902,RxnE_201902_1549763321,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
171,RxnE_201902,RxnE_201902_1549814628,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
168,RxnE_201902,RxnE_201902_1549787700,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
155,RxnE_201902,RxnE_201902_1549768788,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
154,RxnE_201902,RxnE_201902_1549888740,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
162,RxnE_201902,RxnE_201902_1549831114,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
158,RxnE_201902,RxnE_201902_1549832975,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
159,RxnE_201902,RxnE_201902_1549802310,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,False,True,False,False
172,RxnE_201902,RxnE_201902_1549824624,diffuse__disordered,diffuse__disordered,True,True,False,True,True,False,True,False,False
161,RxnE_201902,RxnE_201902_1549807638,unidentified,unidentified,False,False,False,False,False,False,False,False,False
1711,RxnF_201602,RxnF_201602_1455479444,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1722,RxnF_201602,RxnF_201602_1455482119,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1763,RxnF_201602,RxnF_201602_1455482089,diffuse,diffuse,True,False,False,True,True,True,False,False,False
1727,RxnF_201602,RxnF_201602_1455482139,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1721,RxnF_201602,RxnF_201602_1455482012,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1701,RxnF_201602,RxnF_201602_1455481898,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1728,RxnF_201602,RxnF_201602_1455481980,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1764,RxnF_201602,RxnF_201602_1455482056,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1742,RxnF_201602,RxnF_201602_1455482036,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1748,RxnF_201602,RxnF_201602_1455479661,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1734,RxnF_201602,RxnF_201602_1455481939,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1714,RxnF_201602,RxnF_201602_1455479539,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1702,RxnF_201602,RxnF_201602_1455481696,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1750,RxnF_201602,RxnF_201602_1455480442,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1741,RxnF_201602,RxnF_201602_1455480923,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1708,RxnF_201602,RxnF_201602_1455482238,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1726,RxnF_201602,RxnF_201602_1455482214,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1743,RxnF_201602,RxnF_201602_1455482166,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1768,RxnF_201602,RxnF_201602_1455482186,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1715,RxnF_201602,RxnF_201602_1455482269,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,True,True,False,False
1736,RxnF_201602,RxnF_201602_1455482333,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,True,True,False,False
1739,RxnF_201602,RxnF_201602_1455482295,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,True,True,False,False
1761,RxnF_201602,RxnF_201602_1455482352,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,True,True,True,True,False,False
1765,RxnF_201602,RxnF_201602_1455482315,diffuse__diffuse__disordered,diffuse__diffuse__disordered,True,True,False,False,True,True,True,False,False
1704,RxnF_201602,RxnF_201602_1455482373,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1730,RxnF_201602,RxnF_201602_1455483071,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1710,RxnF_201602,RxnF_201602_1455482387,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1762,RxnF_201602,RxnF_201602_1455483023,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1707,RxnF_201602,RxnF_201602_1455482407,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1754,RxnF_201602,RxnF_201602_1455483149,diffuse__disordered,diffuse__disordered,True,True,False,False,True,True,True,False,False
1747,RxnF_201602,RxnF_201602_1455482481,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1759,RxnF_201602,RxnF_201602_1455482502,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1735,RxnF_201602,RxnF_201602_1455482446,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1731,RxnF_201602,RxnF_201602_1455482461,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1716,RxnF_201602,RxnF_201602_1455482548,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1746,RxnF_201602,RxnF_201602_1455482750,diffuse__disordered,diffuse__disordered,True,True,False,False,True,True,True,False,False
1713,RxnF_201602,RxnF_201602_1455483102,diffuse__disordered,diffuse__disordered,True,True,False,False,True,True,True,False,False
1737,RxnF_201602,RxnF_201602_1455482842,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1749,RxnF_201602,RxnF_201602_1455483132,diffuse__disordered,diffuse__disordered,True,True,False,False,True,True,True,False,False
1751,RxnF_201602,RxnF_201602_1455482818,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1755,RxnF_201602,RxnF_201602_1455482527,diffuse__disordered,diffuse__disordered,True,True,False,False,True,True,True,False,False
1724,RxnF_201602,RxnF_201602_1455482582,diffuse__disordered,diffuse__disordered,True,True,False,False,True,True,True,False,False
1718,RxnF_201602,RxnF_201602_1455482565,diffuse__disordered,diffuse__disordered,True,True,False,False,True,True,True,False,False
1706,RxnF_201602,RxnF_201602_1455482790,diffuse__disordered,diffuse__disordered,True,True,False,False,True,True,True,False,False
1717,RxnF_201602,RxnF_201602_1455482899,diffuse__disordered,diffuse__disordered,True,True,False,False,True,True,True,False,False
1729,RxnF_201602,RxnF_201602_1455482599,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1705,RxnF_201602,RxnF_201602_1455483054,diffuse__disordered,diffuse__disordered,True,True,False,False,True,True,True,False,False
1719,RxnF_201602,RxnF_201602_1455483087,diffuse__disordered,diffuse__disordered,True,True,False,False,True,True,True,False,False
1757,RxnF_201602,RxnF_201602_1455482663,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1740,RxnF_201602,RxnF_201602_1455482708,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1758,RxnF_201602,RxnF_201602_1455482729,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1766,RxnF_201602,RxnF_201602_1455482685,diffuse__disordered,diffuse__disordered,True,True,False,True,True,True,True,False,False
1720,RxnF_201602,RxnF_201602_1455482429,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1745,RxnF_201602,RxnF_201602_1455484945,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1752,RxnF_201602,RxnF_201602_1455483551,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1732,RxnF_201602,RxnF_201602_1455483356,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1723,RxnF_201602,RxnF_201602_1455483979,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1712,RxnF_201602,RxnF_201602_1455485246,disordered,disordered__disordered,False,True,False,True,False,False,True,False,False
1703,RxnF_201602,RxnF_201602_1455484759,disordered,disordered__disordered,False,True,False,True,False,False,True,False,False
1767,RxnF_201602,RxnF_201602_1455484350,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1733,RxnF_201602,RxnF_201602_1455483730,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1753,RxnF_201602,RxnF_201602_1455483315,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1738,RxnF_201602,RxnF_201602_1455483271,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1709,RxnF_201602,RxnF_201602_1455483429,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1760,RxnF_201602,RxnF_201602_1455483174,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1744,RxnF_201602,RxnF_201602_1455483221,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
727,RxnG_201602,RxnG_201602_1455495533,diffuse,diffuse,True,False,False,True,True,False,False,False,False
739,RxnG_201602,RxnG_201602_1455497763,diffuse,diffuse,True,False,False,True,True,False,False,False,False
724,RxnG_201602,RxnG_201602_1455498996,diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
760,RxnG_201602,RxnG_201602_1455495619,diffuse,diffuse,True,False,False,True,True,True,False,False,False
733,RxnG_201602,RxnG_201602_1455498038,diffuse,diffuse,True,False,False,True,True,False,False,False,False
755,RxnG_201602,RxnG_201602_1455498917,diffuse,diffuse,True,False,False,True,True,False,False,False,False
722,RxnG_201602,RxnG_201602_1455497905,diffuse,diffuse,True,False,False,True,True,False,False,False,False
728,RxnG_201602,RxnG_201602_1455498220,diffuse,diffuse,True,False,False,True,True,False,False,False,False
758,RxnG_201602,RxnG_201602_1455497467,diffuse,diffuse,True,False,False,True,True,False,False,False,False
748,RxnG_201602,RxnG_201602_1455496246,diffuse,diffuse,True,False,False,True,True,False,False,False,False
769,RxnG_201602,RxnG_201602_1455498934,diffuse,diffuse,True,False,False,True,True,False,False,False,False
746,RxnG_201602,RxnG_201602_1455497943,diffuse,diffuse,True,False,False,True,True,False,False,False,False
745,RxnG_201602,RxnG_201602_1455498345,diffuse,diffuse,True,False,False,True,True,False,False,False,False
750,RxnG_201602,RxnG_201602_1455498981,diffuse,diffuse,True,False,False,True,True,False,False,False,False
730,RxnG_201602,RxnG_201602_1455498967,diffuse,diffuse,True,False,False,True,True,False,False,False,False
761,RxnG_201602,RxnG_201602_1455498126,diffuse,diffuse,True,False,False,True,True,False,False,False,False
737,RxnG_201602,RxnG_201602_1455497992,diffuse,diffuse,True,False,False,True,True,False,False,False,False
741,RxnG_201602,RxnG_201602_1455498883,diffuse,diffuse,True,False,False,True,True,False,False,False,False
747,RxnG_201602,RxnG_201602_1455498727,diffuse,diffuse,True,False,False,True,True,False,False,False,False
753,RxnG_201602,RxnG_201602_1455498533,diffuse,diffuse,True,False,False,True,True,False,False,False,False
766,RxnG_201602,RxnG_201602_1455498461,diffuse,diffuse,True,False,False,True,True,False,False,False,False
732,RxnG_201602,RxnG_201602_1455498950,diffuse,diffuse,True,False,False,True,True,False,False,False,False
743,RxnG_201602,RxnG_201602_1455499079,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
744,RxnG_201602,RxnG_201602_1455499109,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
749,RxnG_201602,RxnG_201602_1455499027,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
751,RxnG_201602,RxnG_201602_1455499011,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
754,RxnG_201602,RxnG_201602_1455499095,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
757,RxnG_201602,RxnG_201602_1455499062,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
759,RxnG_201602,RxnG_201602_1455499044,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
726,RxnG_201602,RxnG_201602_1455499158,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
735,RxnG_201602,RxnG_201602_1455499140,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
