,experiment_id,sample_id,system_class,system_class_xval,diffuse_binary,disordered_binary,crystalline_binary,diffuse_binary_xval,diffuse_binary_pr,disordered_binary_xval,disordered_binary_pr,crystalline_binary_xval,crystalline_binary_pr
738,RxnG_201602,RxnG_201602_1455499257,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
742,RxnG_201602,RxnG_201602_1455499288,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
752,RxnG_201602,RxnG_201602_1455499315,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
764,RxnG_201602,RxnG_201602_1455499182,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
765,RxnG_201602,RxnG_201602_1455499206,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
767,RxnG_201602,RxnG_201602_1455499224,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,False,True,False,False,True,True
768,RxnG_201602,RxnG_201602_1455499124,diffuse__diffuse__crystalline,diffuse__diffuse__crystalline,True,False,True,True,True,False,False,True,True
1968,RxnH_201602,RxnH_201602_1455511130,diffuse,diffuse__diffuse,True,False,False,True,True,True,False,False,False
1949,RxnH_201602,RxnH_201602_1455510959,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1952,RxnH_201602,RxnH_201602_1455510944,diffuse,diffuse,True,False,False,True,True,False,False,False,False
2002,RxnH_201602,RxnH_201602_1455511022,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1986,RxnH_201602,RxnH_201602_1455510990,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1959,RxnH_201602,RxnH_201602_1455510974,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1998,RxnH_201602,RxnH_201602_1455511005,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1967,RxnH_201602,RxnH_201602_1455511270,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1947,RxnH_201602,RxnH_201602_1455511353,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1975,RxnH_201602,RxnH_201602_1455511058,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1988,RxnH_201602,RxnH_201602_1455511043,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1983,RxnH_201602,RxnH_201602_1455512584,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1970,RxnH_201602,RxnH_201602_1455511470,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1985,RxnH_201602,RxnH_201602_1455511842,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1978,RxnH_201602,RxnH_201602_1455511609,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1965,RxnH_201602,RxnH_201602_1455511108,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1953,RxnH_201602,RxnH_201602_1455512677,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1994,RxnH_201602,RxnH_201602_1455511802,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1995,RxnH_201602,RxnH_201602_1455511314,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1990,RxnH_201602,RxnH_201602_1455511687,diffuse,diffuse,True,False,False,True,True,False,False,False,False
2000,RxnH_201602,RxnH_201602_1455511407,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1992,RxnH_201602,RxnH_201602_1455512770,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1973,RxnH_201602,RxnH_201602_1455511077,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1944,RxnH_201602,RxnH_201602_1455511173,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1976,RxnH_201602,RxnH_201602_1455512422,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1951,RxnH_201602,RxnH_201602_1455512149,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1963,RxnH_201602,RxnH_201602_1455512927,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1984,RxnH_201602,RxnH_201602_1455511712,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1969,RxnH_201602,RxnH_201602_1455511234,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1955,RxnH_201602,RxnH_201602_1455511200,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1945,RxnH_201602,RxnH_201602_1455511553,diffuse,diffuse,True,False,False,True,True,False,False,False,False
1942,RxnH_201602,RxnH_201602_1455510928,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
1962,RxnH_201602,RxnH_201602_1455510858,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1972,RxnH_201602,RxnH_201602_1455510894,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,True,False,False,False
1987,RxnH_201602,RxnH_201602_1455510877,diffuse__diffuse,diffuse__diffuse,True,False,False,True,True,False,False,False,False
1993,RxnH_201602,RxnH_201602_1455510912,diffuse__diffuse,diffuse,True,False,False,True,True,False,False,False,False
1948,RxnH_201602,RxnH_201602_1455510600,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1954,RxnH_201602,RxnH_201602_1455510815,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1966,RxnH_201602,RxnH_201602_1455510670,disordered,unidentified,False,True,False,True,False,False,False,False,False
1980,RxnH_201602,RxnH_201602_1455509575,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1977,RxnH_201602,RxnH_201602_1455510844,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1981,RxnH_201602,RxnH_201602_1455510635,disordered,unidentified,False,True,False,True,False,False,False,False,False
1961,RxnH_201602,RxnH_201602_1455510769,disordered,disordered__disordered,False,True,False,True,False,False,True,False,False
1957,RxnH_201602,RxnH_201602_1455510753,disordered,disordered__disordered,False,True,False,True,False,False,True,False,False
2001,RxnH_201602,RxnH_201602_1455510620,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1974,RxnH_201602,RxnH_201602_1455510652,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1946,RxnH_201602,RxnH_201602_1455510802,disordered,disordered__disordered,False,True,False,True,False,False,True,False,False
1960,RxnH_201602,RxnH_201602_1455508371,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1941,RxnH_201602,RxnH_201602_1455510134,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1958,RxnH_201602,RxnH_201602_1455510529,disordered,disordered__disordered,False,True,False,True,False,False,True,False,False
1999,RxnH_201602,RxnH_201602_1455510783,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1982,RxnH_201602,RxnH_201602_1455510507,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1997,RxnH_201602,RxnH_201602_1455510829,disordered,disordered__disordered,False,True,False,True,False,True,True,False,False
1971,RxnH_201602,RxnH_201602_1455508188,disordered,disordered__disordered,False,True,False,True,False,False,True,False,False
1991,RxnH_201602,RxnH_201602_1455508916,disordered,disordered__disordered,False,True,False,True,False,False,True,False,False
1943,RxnH_201602,RxnH_201602_1455510570,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1979,RxnH_201602,RxnH_201602_1455510586,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1996,RxnH_201602,RxnH_201602_1455510712,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
1964,RxnH_201602,RxnH_201602_1455510692,disordered,disordered__disordered,False,True,False,False,False,False,True,False,False
1956,RxnH_201602,RxnH_201602_1455510735,disordered,disordered__disordered,False,True,False,False,False,True,True,False,False
