# q (1/Angstrom), I (arb)
5.625383698728531057e-01 5.733700000000000330e+01
5.672606551264444130e-01 5.746399999999999864e+01
5.718704315179852227e-01 6.033500000000000085e+01
5.765925655666890304e-01 5.943599999999999994e+01
5.813146221580920425e-01 6.188600000000000279e+01
5.859241735107164617e-01 6.115200000000000102e+01
5.906460751662977460e-01 6.325800000000000267e+01
5.953678974766819509e-01 6.254299999999999926e+01
5.999772183054309371e-01 6.557800000000000296e+01
6.046988819492439271e-01 6.582800000000000296e+01
6.094204643600581450e-01 6.692900000000000205e+01
6.140295491802468808e-01 6.904200000000000159e+01
6.187509691939288015e-01 6.870199999999999818e+01
6.234723060869068467e-01 7.099599999999999511e+01
6.280811494141316231e-01 7.044299999999999784e+01
6.328023201796096897e-01 7.392100000000000648e+01
6.375234059367775874e-01 7.318399999999999750e+01
6.421320022869219102e-01 7.660299999999999443e+01
6.468529181864197675e-01 7.708199999999999363e+01
6.515737471901027478e-01 7.969599999999999795e+01
6.561820910793437767e-01 8.029900000000000659e+01
6.609027464953887154e-01 8.388299999999999557e+01
6.656233131282167648e-01 8.667300000000000182e+01
6.702313990730325299e-01 8.896299999999999386e+01
6.749517883884613711e-01 9.623900000000000432e+01
6.796720870333774478e-01 1.030180000000000007e+02
6.842799095505526230e-01 1.224609999999999985e+02
6.890000271485190453e-01 1.478019999999999925e+02
6.937200521887844085e-01 2.230240000000000009e+02
6.983276057954173055e-01 2.620649999999999977e+02
7.030474460593981734e-01 2.939309999999999832e+02
7.077671918786000438e-01 2.308060000000000116e+02
7.123744710921086076e-01 2.005300000000000011e+02
7.170940284059108549e-01 1.492690000000000055e+02
7.218134893879688541e-01 1.205310000000000059e+02
7.264204887260974353e-01 1.090750000000000028e+02
7.311397574738651706e-01 1.053960000000000008e+02
7.358589280030370938e-01 1.055229999999999961e+02
7.404656419838639980e-01 1.048750000000000000e+02
7.451846165500836117e-01 1.062469999999999999e+02
7.499034910109735330e-01 1.074609999999999985e+02
7.545099141529156839e-01 1.101310000000000002e+02
7.592285889224246187e-01 1.102519999999999953e+02
7.639471616999886638e-01 1.135430000000000064e+02
7.685532885218094856e-01 1.149210000000000065e+02
7.732716578798012330e-01 1.156899999999999977e+02
7.779899233593546848e-01 1.205709999999999980e+02
7.825957483801698755e-01 1.217999999999999972e+02
7.873138067122019690e-01 1.263490000000000038e+02
7.920317592794252626e-01 1.283669999999999902e+02
7.966372770187102326e-01 1.342110000000000127e+02
8.013550187107096878e-01 1.388849999999999909e+02
8.060726527516565154e-01 1.475089999999999861e+02
8.106778577292513832e-01 1.588669999999999902e+02
8.153952771675223588e-01 1.766819999999999879e+02
8.201125870686245545e-01 2.152299999999999898e+02
8.247174738047425846e-01 3.008960000000000150e+02
8.294345653759724879e-01 5.416879999999999882e+02
8.341515455240480215e-01 1.072959000000000060e+03
8.387561085392805094e-01 1.915622000000000071e+03
8.434728666305472133e-01 2.179380000000000109e+03
8.481895114128060742e-01 1.476971999999999980e+03
8.527937452281298958e-01 6.837720000000000482e+02
8.575101642269077340e-01 3.439710000000000036e+02
8.622264680309595919e-01 2.290329999999999870e+02
8.668303671677428657e-01 1.925780000000000030e+02
8.715464414619097377e-01 1.817959999999999923e+02
8.762623986757693828e-01 1.743530000000000086e+02
8.808659576557790194e-01 1.745819999999999936e+02
8.855816816336232744e-01 1.709569999999999936e+02
8.902972866457182777e-01 1.760749999999999886e+02
8.949004999911254199e-01 1.756560000000000059e+02
8.996158680413519626e-01 1.784540000000000077e+02
9.043311152405285602e-01 1.831949999999999932e+02
9.089339774739162436e-01 1.884550000000000125e+02
9.136489839856534179e-01 2.024519999999999982e+02
9.183638677611841716e-01 2.212669999999999959e+02
9.229663734055526536e-01 2.621610000000000014e+02
9.276810127683592366e-01 2.982939999999999827e+02
9.323955275099486961e-01 3.107730000000000246e+02
9.369976710887228943e-01 2.750910000000000082e+02
9.417119376925940921e-01 2.376889999999999930e+02
9.464260777903864552e-01 2.242870000000000061e+02
9.510278538274218318e-01 2.165399999999999920e+02
9.557417420627974947e-01 2.233269999999999982e+02
9.604555019073820477e-01 2.262400000000000091e+02
9.650569049269716038e-01 2.418750000000000000e+02
9.697704091847403340e-01 2.606340000000000146e+02
9.744837831671594452e-01 2.981109999999999900e+02
9.790848076940400491e-01 3.628090000000000259e+02
9.837979223655485272e-01 4.885369999999999777e+02
9.885109048773034202e-01 6.973730000000000473e+02
9.931115454366620243e-01 8.932749999999999773e+02
9.978242649137201159e-01 9.703700000000000045e+02
